Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Direction	GO terms (biological process)	GO terms (molecular function)	Pathways of gene	Accession-2
RSAU_RS05570	RSAU_RS05570	1131667	1132107	RSAU_RS05570-MONOMER	-				RSAU_001057
RSAU_RS03705	RSAU_RS03705	769982	770905	RSAU_RS03705-MONOMER	-			PWY-6386 // PWY0-1261	RSAU_000713
RSAU_RS13730	RSAU_RS13730	2735320	2735673	RSAU_RS13730-MONOMER	-			PWY0-1479	RSAU_002561
RSAU_RS08330	RSAU_RS08330	1699622	1699765	RSAU_RS08330-MONOMER	-				
RSAU_RS09760	RSAU_RS09760	1957464	1958336	RSAU_RS09760-MONOMER	-		GO:0005215		RSAU_001826
RSAU_RS03410	RSAU_RS03410	712207	712650	RSAU_RS03410-MONOMER	-				RSAU_000662
RSAU_RS09180	RSAU_RS09180	1863921	1864982	RSAU_RS09180-MONOMER	-		GO:0005215		RSAU_001718
RSAU_RS02365	RSAU_RS02365	504818	504893	RSAU_RS02365-tRNA	+			PWY0-1479 // TRNA-CHARGING-PWY	RSAU_000459
RSAU_RS13670	RSAU_RS13670	2725305	2725496	RSAU_RS13670-MONOMER	+				RSAU_002548
RSAU_RS10130	RSAU_RS10130	2025377	2026671	RSAU_RS10130-MONOMER	+				RSAU_001895
RSAU_RS00965	RSAU_RS00965	230552	230830	RSAU_RS00965-MONOMER	+				RSAU_000191
RSAU_RS03945	RSAU_RS03945	820833	823205	RSAU_RS03945-MONOMER	+				RSAU_000758
RSAU_RS02460	RSAU_RS02460	520576	521940	RSAU_RS02460-MONOMER	+				RSAU_000477
RSAU_RS02955	RSAU_RS02955	626052	626276	RSAU_RS02955-MONOMER	-				RSAU_000575
RSAU_RS05870	RSAU_RS05870	1194870	1195601	RSAU_RS05870-MONOMER	+				RSAU_001115
RSAU_RS11045	RSAU_RS11045	2206911	2207129	RSAU_RS11045-MONOMER	-				RSAU_002064
RSAU_RS12455	RSAU_RS12455	2463382	2463573	RSAU_RS12455-MONOMER	-				RSAU_002319
RSAU_RS00910	RSAU_RS00910	221106	221462	RSAU_RS00910-MONOMER	-				RSAU_000183
RSAU_RS05175	RSAU_RS05175	1061695	1062114	RSAU_RS05175-MONOMER	+				RSAU_000989
RSAU_RS01020	RSAU_RS01020	242211	243899	RSAU_RS01020-MONOMER	+				RSAU_000201
RSAU_RS00570	RSAU_RS00570	130018	131280	RSAU_RS00570-MONOMER	+				RSAU_000117
RSAU_RS12990	RSAU_RS12990	2576839	2578179	RSAU_RS12990-MONOMER	-		GO:0005215		RSAU_002424
RSAU_RS05550	RSAU_RS05550	1129978	1130051	RSAU_RS05550-tRNA	-			PWY0-1479 // TRNA-CHARGING-PWY	RSAU_001053
RSAU_RS11955	RSAU_RS11955	2367892	2368569	RSAU_RS11955-MONOMER	-			PWY-5675 // PWY0-1573	RSAU_002232
RSAU_RS03260	RSAU_RS03260	683423	683929	RSAU_RS03260-MONOMER	-				RSAU_000633
RSAU_RS05270	RSAU_RS05270	1080585	1080974	RSAU_RS05270-MONOMER	-				RSAU_001007
RSAU_RS04475	RSAU_RS04475	924311	925429	RSAU_RS04475-MONOMER	+				RSAU_000855
RSAU_RS03480	RSAU_RS03480	724733	726697	RSAU_RS03480-MONOMER	+		GO:0005215		RSAU_000675
RSAU_RS06130	RSAU_RS06130	1255720	1256112	RSAU_RS06130-MONOMER	+				RSAU_001165
RSAU_RS06520	RSAU_RS06520	1325380	1327026	RSAU_RS06520-MONOMER	+		GO:0005215		RSAU_001231
RSAU_RS07360	RSAU_RS07360	1506365	1507348	RSAU_RS07360-MONOMER	-			PWY-5046	RSAU_001383
RSAU_RS03795	RSAU_RS03795	789002	789109	RSAU_RS03795-MONOMER	+				
RSAU_RS13115	RSAU_RS13115	2599211	2600101	RSAU_RS13115-MONOMER	+			ANAEROFRUCAT-PWY // ANAGLYCOLYSIS-PWY // PWY-1861 // GLUCONEO-PWY	RSAU_002447
RSAU_RS00500	RSAU_RS00500	115753	116420	RSAU_RS00500-MONOMER	+				RSAU_000103
RSAU_RS12230	RSAU_RS12230	2422033	2423532	RSAU_RS12230-MONOMER	+				RSAU_002281
RSAU_RS04000	RSAU_RS04000	833533	834555	RSAU_RS04000-MONOMER	+				RSAU_000767
RSAU_RS12300	RSAU_RS12300	2435987	2437174	RSAU_RS12300-MONOMER	-		GO:0005215		RSAU_002292
RSAU_RS06530	RSAU_RS06530	1330478	1330945	RSAU_RS06530-MONOMER	+			PWY-5148 // PWY0-1337	RSAU_001233
RSAU_RS09590	RSAU_RS09590	1922811	1924106	RSAU_RS09590-MONOMER	-			PWY-6123 // PWY-6126 // PWY-7219	RSAU_001795
RSAU_RS12980	RSAU_RS12980	2574872	2575702	RSAU_RS12980-MONOMER	+				RSAU_002422
RSAU_RS02615	RSAU_RS02615	556977	557594	RSAU_RS02615-MONOMER	-			PWY-7200 // PWY-7199 // PWY-7224	RSAU_000509
RSAU_RS11295	RSAU_RS11295	2241592	2242596	RSAU_RS11295-MONOMER	-			PWY-6823	RSAU_002110
RSAU_RS07730	RSAU_RS07730	1575355	1576071	RSAU_RS07730-MONOMER	-				RSAU_001455
RSAU_RS04190	RSAU_RS04190	862349	863197	RSAU_RS04190-MONOMER	+				RSAU_000800
RSAU_RS11300	RSAU_RS11300	2242765	2243370	RSAU_RS11300-MONOMER	-				RSAU_002111
RSAU_RS05240	RSAU_RS05240	1076804	1077265	RSAU_RS05240-MONOMER	+				RSAU_001002
RSAU_RS02760	RSAU_RS02760	590704	591468	RSAU_RS02760-MONOMER	-		GO:0005215		RSAU_000537
RSAU_RS03555	RSAU_RS03555	738672	739823	RSAU_RS03555-MONOMER	+			PWY-6612 // PWY-6543	RSAU_000689
RSAU_RS05220	RSAU_RS05220	1069145	1070371	RSAU_RS05220-MONOMER	+				RSAU_000998
RSAU_RS12490	RSAU_RS12490	2469338	2469856	RSAU_RS12490-MONOMER	-				RSAU_002326
RSAU_RS03960	RSAU_RS03960	825118	825441	RSAU_RS03960-MONOMER	-				RSAU_000760
RSAU_RS00080	RSAU_RS00080	20338	21738	RSAU_RS00080-MONOMER	+				RSAU_000016
RSAU_RS04345	RSAU_RS04345	887405	889810	RSAU_RS04345-MONOMER	-		GO:0005215		RSAU_000829
RSAU_RS10015	RSAU_RS10015	2001933	2002883	RSAU_RS10015-MONOMER	-				RSAU_001875
RSAU_RS03330	RSAU_RS03330	699049	699165	RSAU_RS03330-MONOMER	+				
RSAU_RS11505	RSAU_RS11505	2279934	2280731	RSAU_RS11505-MONOMER	-			PWY-2301	RSAU_002148
RSAU_RS07490	RSAU_RS07490	1528389	1528700	RSAU_RS07490-MONOMER	-				RSAU_001407
RSAU_RS06205	RSAU_RS06205	1271949	1273958	RSAU_RS06205-MONOMER	+				RSAU_001179
RSAU_RS00160	RSAU_RS00160	38610	39596	RSAU_RS00160-MONOMER	-				RSAU_000036
RSAU_RS03085	RSAU_RS03085	652131	652538	RSAU_RS03085-MONOMER	+				RSAU_000603
RSAU_RS03690	RSAU_RS03690	767481	768242	RSAU_RS03690-MONOMER	+		GO:0005215		RSAU_000710
RSAU_RS12590	RSAU_RS12590	2494405	2495169	RSAU_RS12590-MONOMER	-				RSAU_002345
RSAU_RS02785	RSAU_RS02785	596271	597254	RSAU_RS02785-MONOMER	+				RSAU_000543
RSAU_RS03600	RSAU_RS03600	749067	750044	RSAU_RS03600-MONOMER	+		GO:0005215		RSAU_000696
RSAU_RS10295	RSAU_RS10295	2059628	2059921	RSAU_RS10295-MONOMER	-				RSAU_001926
RSAU_RS09505	RSAU_RS09505	1904186	1904686	RSAU_RS09505-MONOMER	+				RSAU_001780
RSAU_RS12635	RSAU_RS12635	2508526	2509605	RSAU_RS12635-MONOMER	+				RSAU_002358
RSAU_RS06000	RSAU_RS06000	1223689	1223802	RSAU_RS06000-MONOMER	+				
RSAU_RS10735	RSAU_RS10735	2144747	2144861	RSAU_RS10735-rRNA	-				RSAU_002007
RSAU_RS01330	RSAU_RS01330	302907	303830	RSAU_RS01330-MONOMER	+			PWY-6019	RSAU_000258
RSAU_RS11925	RSAU_RS11925	2362255	2363424	RSAU_RS11925-MONOMER	-		GO:0005215		RSAU_002226
RSAU_RS05540	RSAU_RS05540	1128122	1129069	RSAU_RS05540-MONOMER	-		GO:0005215		RSAU_001052
RSAU_RS12310	RSAU_RS12310	2438339	2439001	RSAU_RS12310-MONOMER	-				RSAU_002294
RSAU_RS08305	RSAU_RS08305	1694063	1695004	RSAU_RS08305-MONOMER	-				RSAU_001561
RSAU_RS03750	RSAU_RS03750	778855	779910	RSAU_RS03750-MONOMER	+				RSAU_000722
RSAU_RS07075	RSAU_RS07075	1454739	1455314	RSAU_RS07075-MONOMER	-				RSAU_001334
RSAU_RS01645	RSAU_RS01645	364805	365059	RSAU_RS01645-MONOMER	+				RSAU_000319
RSAU_RS09190	RSAU_RS09190	1865780	1865854	RSAU_RS09190-tRNA	-			PWY0-1479 // PWY-6459 // TRNA-CHARGING-PWY	RSAU_001720
RSAU_RS10875	RSAU_RS10875	2176698	2178110	RSAU_RS10875-MONOMER	-			LACTOSECAT-PWY	RSAU_002033
RSAU_RS00940	RSAU_RS00940	224810	226339	RSAU_RS00940-MONOMER	-		GO:0005215		RSAU_000187
RSAU_RS02260	RSAU_RS02260	483546	484511	RSAU_RS02260-MONOMER	+			PWY0-662	RSAU_000439
RSAU_RS05645	RSAU_RS05645	1147417	1148223	RSAU_RS05645-MONOMER	+				RSAU_001072
RSAU_RS00600	RSAU_RS00600	136863	137066	RSAU_RS00600-MONOMER	-				RSAU_000123
RSAU_RS02445	RSAU_RS02445	516614	517621	RSAU_RS02445-MONOMER	+				RSAU_000475
RSAU_RS01660	RSAU_RS01660	366133	366516	RSAU_RS01660-MONOMER	-				
RSAU_RS07320	RSAU_RS07320	1499335	1499589	RSAU_RS07320-MONOMER	-				
RSAU_RS07725	RSAU_RS07725	1574629	1575315	RSAU_RS07725-MONOMER	-				RSAU_001454
RSAU_RS05990	RSAU_RS05990	1222597	1222689	RSAU_RS05990-MONOMER	+				
RSAU_RS06200	RSAU_RS06200	1269318	1271936	RSAU_RS06200-MONOMER	+				RSAU_001178
RSAU_RS12735	RSAU_RS12735	2524643	2525611	RSAU_RS12735-MONOMER	-				RSAU_002376
RSAU_RS06675	RSAU_RS06675	1362836	1363609	RSAU_RS06675-MONOMER	-		GO:0005215		RSAU_001260
RSAU_RS12985	RSAU_RS12985	2575849	2576739	RSAU_RS12985-MONOMER	-				RSAU_002423
RSAU_RS06895	RSAU_RS06895	1407403	1407903	RSAU_RS06895-MONOMER	-		GO:0005215		RSAU_001301
RSAU_RS09350	RSAU_RS09350	1877327	1878421	RSAU_RS09350-MONOMER	+		GO:0005215		RSAU_001752
RSAU_RS07055	RSAU_RS07055	1451371	1452513	RSAU_RS07055-MONOMER	-			PWY8J2-1	RSAU_001330
RSAU_RS08840	RSAU_RS08840	1806161	1806604	RSAU_RS08840-MONOMER	-				RSAU_001659
RSAU_RS07125	RSAU_RS07125	1463845	1464117	RSAU_RS07125-MONOMER	-				RSAU_001343
RSAU_RS10105	RSAU_RS10105	2019332	2020861	RSAU_RS10105-MONOMER	+			BRANCHED-CHAIN-AA-SYN-PWY // LEUSYN-PWY	RSAU_001890
RSAU_RS09575	RSAU_RS09575	1919347	1921539	RSAU_RS09575-MONOMER	-				RSAU_001792
RSAU_RS06540	RSAU_RS06540	1331826	1332434	RSAU_RS06540-MONOMER	-			PWY-5667 // PWY0-1319	RSAU_001235
RSAU_RS11310	RSAU_RS11310	2244056	2244838	RSAU_RS11310-MONOMER	-			PWY-8171	RSAU_002113
RSAU_RS07740	RSAU_RS07740	1576428	1577012	RSAU_RS07740-MONOMER	-				RSAU_001457
RSAU_RS11620	RSAU_RS11620	2303656	2304912	RSAU_RS11620-MONOMER	+				RSAU_002170
RSAU_RS01280	RSAU_RS01280	293220	293594	RSAU_RS01280-MONOMER	+				RSAU_000249
RSAU_RS03565	RSAU_RS03565	740497	740703	RSAU_RS03565-MONOMER	+				
RSAU_RS11585	RSAU_RS11585	2294608	2295177	RSAU_RS11585-MONOMER	-				RSAU_002163
RSAU_RS00620	RSAU_RS00620	139824	140585	RSAU_RS00620-MONOMER	+		GO:0005215		RSAU_000127
RSAU_RS04735	RSAU_RS04735	979076	980587	RSAU_RS04735-MONOMER	+			PWY-5695 // PWY-7185 // PWY-6608	RSAU_000909
RSAU_RS02605	RSAU_RS02605	555523	556206	RSAU_RS02605-MONOMER	+				RSAU_000507
RSAU_RS12540	RSAU_RS12540	2480373	2480681	RSAU_RS12540-MONOMER	+				RSAU_002336
RSAU_RS00185	RSAU_RS00185	42393	43253	RSAU_RS00185-MONOMER	+				RSAU_000040
RSAU_RS01515	RSAU_RS01515	341513	341716	RSAU_RS01515-MONOMER	+				RSAU_000294
RSAU_RS05095	RSAU_RS05095	1046411	1048108	RSAU_RS05095-MONOMER	-				RSAU_000974
RSAU_RS06175	RSAU_RS06175	1265199	1266065	RSAU_RS06175-MONOMER	+			PWY-5104	RSAU_001173
RSAU_RS00695	RSAU_RS00695	163110	165155	RSAU_RS00695-MONOMER	-		GO:0005215		RSAU_000140
RSAU_RS00815	RSAU_RS00815	195364	196743	RSAU_RS00815-MONOMER	+		GO:0005215		RSAU_000165
RSAU_RS09340	RSAU_RS09340	1875209	1875664	RSAU_RS09340-MONOMER	-				RSAU_001750
RSAU_RS02130	RSAU_RS02130	460802	462353	RSAU_RS02130-rRNA	+				RSAU_000415
RSAU_RS12855	RSAU_RS12855	2550614	2553022	RSAU_RS12855-MONOMER	+				RSAU_002398
RSAU_RS07470	RSAU_RS07470	1527021	1527167	RSAU_RS07470-MONOMER	-				
RSAU_RS10685	RSAU_RS10685	2139873	2141228	RSAU_RS10685-MONOMER	-			PWY0-1261 // UDPNAGSYN-PWY	RSAU_001997
RSAU_RS09980	RSAU_RS09980	1996220	1996783	RSAU_RS09980-MONOMER	+				RSAU_001869
RSAU_RS01460	RSAU_RS01460	331074	332000	RSAU_RS01460-MONOMER	+				RSAU_000283
RSAU_RS04500	RSAU_RS04500	928363	929607	RSAU_RS04500-MONOMER	+			PWY-7663 // PWY-7388 // PWY-5971 // PWY-5989 // FASYN-ELONG-PWY	RSAU_000859
RSAU_RS12080	RSAU_RS12080	2392772	2393638	RSAU_RS12080-MONOMER	-		GO:0005215		RSAU_002256
RSAU_RS07605	RSAU_RS07605	1549915	1551306	RSAU_RS07605-MONOMER	+			TRNA-CHARGING-PWY	RSAU_001430
RSAU_RS02390	RSAU_RS02390	505279	505352	RSAU_RS02390-tRNA	+			PWY0-1479 // TRNA-CHARGING-PWY	RSAU_000464
RSAU_RS00980	RSAU_RS00980	233391	233537	RSAU_RS00980-MONOMER	+				
RSAU_RS11125	RSAU_RS11125	2214283	2214936	RSAU_RS11125-MONOMER	-				RSAU_002080
RSAU_RS09790	RSAU_RS09790	1961544	1962830	RSAU_RS09790-MONOMER	+				RSAU_001831
RSAU_RS10720	RSAU_RS10720	2144506	2144581	RSAU_RS10720-tRNA	-			PWY0-1479 // TRNA-CHARGING-PWY	RSAU_002004
RSAU_RS05415	RSAU_RS05415	1109233	1110048	RSAU_RS05415-MONOMER	+			PWY0-1329 // PWY0-1353	RSAU_001033
RSAU_RS04825	RSAU_RS04825	991243	991599	RSAU_RS04825-MONOMER	-				RSAU_000926
RSAU_RS09530	RSAU_RS09530	1907715	1909078	RSAU_RS09530-MONOMER	-				RSAU_001784
RSAU_RS06995	RSAU_RS06995	1438096	1438659	RSAU_RS06995-MONOMER	-				RSAU_001319
RSAU_RS09415	RSAU_RS09415	1889453	1889614	RSAU_RS09415-MONOMER	-				RSAU_001763
RSAU_RS09310	RSAU_RS09310	1867924	1868038	RSAU_RS09310-rRNA	-				RSAU_001744
RSAU_RS08265	RSAU_RS08265	1680977	1682098	RSAU_RS08265-MONOMER	-			FERMENTATION-PWY // TCA	RSAU_001553
RSAU_RS09630	RSAU_RS09630	1931370	1932164	RSAU_RS09630-MONOMER	+			PHESYN	RSAU_001802
RSAU_RS02435	RSAU_RS02435	515578	516039	RSAU_RS02435-MONOMER	+				RSAU_000473
RSAU_RS11140	RSAU_RS11140	2215687	2216520	RSAU_RS11140-MONOMER	-				RSAU_002083
RSAU_RS01010	RSAU_RS01010	240455	241171	RSAU_RS01010-MONOMER	+				RSAU_000199
RSAU_RS06945	RSAU_RS06945	1414189	1414893	RSAU_RS06945-MONOMER	+		GO:0005215		RSAU_001310
RSAU_RS06245	RSAU_RS06245	1282029	1282262	RSAU_RS06245-MONOMER	+				RSAU_001187
RSAU_RS03325	RSAU_RS03325	698484	698957	RSAU_RS03325-MONOMER	+				RSAU_000646
RSAU_RS13390	RSAU_RS13390	2662970	2664538	RSAU_RS13390-MONOMER	-				RSAU_002494
RSAU_RS09645	RSAU_RS09645	1934121	1935218	RSAU_RS09645-MONOMER	-				RSAU_001804
RSAU_RS08450	RSAU_RS08450	1723509	1723601	RSAU_RS08450-MONOMER	-				
RSAU_RS13460	RSAU_RS13460	2683055	2683747	RSAU_RS13460-MONOMER	-				RSAU_002508
RSAU_RS07295	RSAU_RS07295	1492754	1493674	RSAU_RS07295-MONOMER	-				RSAU_001371
RSAU_RS08825	RSAU_RS08825	1804048	1804337	RSAU_RS08825-MONOMER	-				RSAU_001657
RSAU_RS05185	RSAU_RS05185	1063732	1064346	RSAU_RS05185-MONOMER	-				RSAU_000991
RSAU_RS11470	RSAU_RS11470	2271661	2272785	RSAU_RS11470-MONOMER	-				RSAU_002143
RSAU_RS05780	RSAU_RS05780	1176968	1177903	RSAU_RS05780-MONOMER	+				RSAU_001098
RSAU_RS13695	RSAU_RS13695	2727967	2728536	RSAU_RS13695-MONOMER	-				RSAU_002554
RSAU_RS01595	RSAU_RS01595	358288	358479	RSAU_RS01595-MONOMER	-				RSAU_000309
RSAU_RS08520	RSAU_RS08520	1739311	1743135	RSAU_RS08520-MONOMER	-				RSAU_001598
RSAU_RS09320	RSAU_RS09320	1871247	1871323	RSAU_RS09320-tRNA	-			PWY0-1479 // TRNA-CHARGING-PWY	RSAU_001746
RSAU_RS09360	RSAU_RS09360	1878612	1880348	RSAU_RS09360-MONOMER	-		GO:0005215		RSAU_001753
RSAU_RS05440	RSAU_RS05440	1112673	1112990	RSAU_RS05440-MONOMER	+				RSAU_001037
RSAU_RS03680	RSAU_RS03680	765570	766541	RSAU_RS03680-MONOMER	+		GO:0005215		RSAU_000708
RSAU_RS01695	RSAU_RS01695	374262	374363	RSAU_RS01695-MONOMER	+				
RSAU_RS00025	RSAU_RS00025	4618	6552	RSAU_RS00025-MONOMER	+				RSAU_000005
RSAU_RS07345	RSAU_RS07345	1503294	1504274	RSAU_RS07345-MONOMER	-		GO:0005215		RSAU_001379
RSAU_RS00395	RSAU_RS00395	91395	92087	RSAU_RS00395-MONOMER	+				RSAU_000083
RSAU_RS07510	RSAU_RS07510	1531402	1531731	RSAU_RS07510-MONOMER	-				RSAU_001411
RSAU_RS00335	RSAU_RS00335	80199	81455	RSAU_RS00335-MONOMER	+		GO:0005215		RSAU_000073
RSAU_RS07535	RSAU_RS07535	1535121	1535270	RSAU_RS07535-MONOMER	-				RSAU_001416
RSAU_RS12700	RSAU_RS12700	2519704	2519874	RSAU_RS12700-MONOMER	-				RSAU_002371
RSAU_RS11555	RSAU_RS11555	2287859	2288776	RSAU_RS11555-MONOMER	-		GO:0005215		RSAU_002157
RSAU_RS02805	RSAU_RS02805	600222	600662	RSAU_RS02805-MONOMER	-				RSAU_000547
RSAU_RS01390	RSAU_RS01390	317098	318099	RSAU_RS01390-MONOMER	+				RSAU_000269
RSAU_RS02645	RSAU_RS02645	563123	567059	RSAU_RS02645-MONOMER	+				RSAU_000515
RSAU_RS04460	RSAU_RS04460	921569	922438	RSAU_RS04460-MONOMER	-				RSAU_000852
RSAU_RS01405	RSAU_RS01405	319256	320200	RSAU_RS01405-MONOMER	+				RSAU_000272
RSAU_RS04400	RSAU_RS04400	902753	903328	RSAU_RS04400-MONOMER	+				RSAU_000840
RSAU_RS12965	RSAU_RS12965	2572490	2573047	RSAU_RS12965-MONOMER	+				RSAU_002418
RSAU_RS10100	RSAU_RS10100	2018283	2019302	RSAU_RS10100-MONOMER	+			VALSYN-PWY // BRANCHED-CHAIN-AA-SYN-PWY // ILEUSYN-PWY // PWY-5104	RSAU_001889
RSAU_RS08150	RSAU_RS08150	1657457	1658758	RSAU_RS08150-MONOMER	-				RSAU_001534
RSAU_RS00435	RSAU_RS00435	99245	99952	RSAU_RS00435-MONOMER	+			P121-PWY // PWY-6620 // PWY-6608 // SALVPURINE2-PWY // PWY-5695 // PWY0-1297 // PWY-7179 // PWY0-1296	RSAU_000090
RSAU_RS01940	RSAU_RS01940	418314	419090	RSAU_RS01940-MONOMER	+				RSAU_000374
RSAU_RS12630	RSAU_RS12630	2506219	2508183	RSAU_RS12630-MONOMER	+			GLUCONEO-PWY	RSAU_002357
RSAU_RS06680	RSAU_RS06680	1363596	1364426	RSAU_RS06680-MONOMER	-		GO:0005215		RSAU_001261
RSAU_RS05435	RSAU_RS05435	1112313	1112480	RSAU_RS05435-MONOMER	+				
RSAU_RS04175	RSAU_RS04175	859381	859695	RSAU_RS04175-MONOMER	-				RSAU_000797
RSAU_RS11425	RSAU_RS11425	2265088	2266170	RSAU_RS11425-MONOMER	-				RSAU_002134
RSAU_RS12260	RSAU_RS12260	2428364	2429305	RSAU_RS12260-MONOMER	-		GO:0005215		RSAU_002286
RSAU_RS01610	RSAU_RS01610	359595	359837	RSAU_RS01610-MONOMER	+				RSAU_000312
RSAU_RS03180	RSAU_RS03180	671533	671793	RSAU_RS03180-MONOMER	-				
RSAU_RS07435	RSAU_RS07435	1520406	1520624	RSAU_RS07435-MONOMER	+				RSAU_001398
RSAU_RS05375	RSAU_RS05375	1099221	1099742	RSAU_RS05375-MONOMER	+				RSAU_001026
RSAU_RS09880	RSAU_RS09880	1980179	1980757	RSAU_RS09880-MONOMER	-				RSAU_001849
RSAU_RS09120	RSAU_RS09120	1853607	1854719	RSAU_RS09120-MONOMER	-				RSAU_001708
RSAU_RS03580	RSAU_RS03580	742973	744913	RSAU_RS03580-MONOMER	+			PWY-7817	RSAU_000693
RSAU_RS07445	RSAU_RS07445	1521676	1522062	RSAU_RS07445-MONOMER	+				RSAU_001400
RSAU_RS10060	RSAU_RS10060	2011352	2012377	RSAU_RS10060-MONOMER	-			PWY0-1587	RSAU_001882
RSAU_RS04040	RSAU_RS04040	839072	839332	RSAU_RS04040-MONOMER	-				
RSAU_RS12395	RSAU_RS12395	2454980	2455747	RSAU_RS12395-MONOMER	-				RSAU_002309
RSAU_RS11890	RSAU_RS11890	2356182	2356538	RSAU_RS11890-MONOMER	+				RSAU_002219
RSAU_RS04955	RSAU_RS04955	1019365	1019472	RSAU_RS04955-MONOMER	+				
RSAU_RS02120	RSAU_RS02120	459353	459949	RSAU_RS02120-MONOMER	+				RSAU_000414
RSAU_RS13080	RSAU_RS13080	2591980	2592840	RSAU_RS13080-MONOMER	+				RSAU_002441
RSAU_RS12200	RSAU_RS12200	2415115	2415921	RSAU_RS12200-MONOMER	-				RSAU_002277
RSAU_RS11720	RSAU_RS11720	2322566	2323774	RSAU_RS11720-MONOMER	-		GO:0005215		RSAU_002189
RSAU_RS09715	RSAU_RS09715	1950101	1951213	RSAU_RS09715-MONOMER	-				RSAU_001817
RSAU_RS03290	RSAU_RS03290	690197	690814	RSAU_RS03290-MONOMER	+				RSAU_000639
RSAU_RS07235	RSAU_RS07235	1483906	1484631	RSAU_RS07235-MONOMER	-				RSAU_001360
RSAU_RS05120	RSAU_RS05120	1050522	1051634	RSAU_RS05120-MONOMER	+			PYRUVDEHYD-PWY	RSAU_000978
RSAU_RS11550	RSAU_RS11550	2287149	2287784	RSAU_RS11550-MONOMER	-				RSAU_002156
RSAU_RS07275	RSAU_RS07275	1489549	1490457	RSAU_RS07275-MONOMER	+				RSAU_001368
RSAU_RS02320	RSAU_RS02320	498189	499070	RSAU_RS02320-MONOMER	+				RSAU_000451
RSAU_RS05045	RSAU_RS05045	1036543	1036677	RSAU_RS05045-MONOMER	-				RSAU_000965
RSAU_RS12640	RSAU_RS12640	2509710	2510303	RSAU_RS12640-MONOMER	-				RSAU_002359
RSAU_RS01570	RSAU_RS01570	353215	354318	RSAU_RS01570-MONOMER	-				RSAU_000304
RSAU_RS03470	RSAU_RS03470	723046	723810	RSAU_RS03470-MONOMER	+				RSAU_000673
RSAU_RS09925	RSAU_RS09925	1986513	1986830	RSAU_RS09925-MONOMER	-				RSAU_001856
RSAU_RS13565	RSAU_RS13565	2701771	2702268	RSAU_RS13565-MONOMER	-				RSAU_002527
RSAU_RS00955	RSAU_RS00955	227981	230077	RSAU_RS00955-MONOMER	+				RSAU_000189
RSAU_RS08860	RSAU_RS08860	1810500	1811354	RSAU_RS08860-MONOMER	-				RSAU_001663
RSAU_RS03035	RSAU_RS03035	640744	641508	RSAU_RS03035-MONOMER	+				RSAU_000592
RSAU_RS03000	RSAU_RS03000	632632	633069	RSAU_RS03000-MONOMER	+		GO:0005215		RSAU_000584
RSAU_RS00655	RSAU_RS00655	153666	154907	RSAU_RS00655-MONOMER	-			ARGSYNBSUB-PWY	RSAU_000134
RSAU_RS10950	RSAU_RS10950	2188507	2190930	RSAU_RS10950-MONOMER	+				RSAU_002045
RSAU_RS03525	RSAU_RS03525	734535	734975	RSAU_RS03525-MONOMER	-				RSAU_000683
RSAU_RS11745	RSAU_RS11745	2326314	2327282	RSAU_RS11745-MONOMER	+				RSAU_002192
RSAU_RS08675	RSAU_RS08675	1779532	1780824	RSAU_RS08675-MONOMER	+			PWY-8101 // PWY-4621	RSAU_001628
RSAU_RS03125	RSAU_RS03125	664110	664397	RSAU_RS03125-MONOMER	+				RSAU_000613
RSAU_RS03220	RSAU_RS03220	677179	678147	RSAU_RS03220-MONOMER	+			GLYCEROLMETAB-PWY	RSAU_000626
RSAU_RS14505	RSAU_RS14505	424840	424905	RSAU_RS14505-MONOMER	-				RSAU_000383
RSAU_RS11285	RSAU_RS11285	2240559	2241053	RSAU_RS11285-MONOMER	+			PWY-6823	RSAU_002108
RSAU_RS09160	RSAU_RS09160	1859738	1860208	RSAU_RS09160-MONOMER	-				RSAU_001714
RSAU_RS12270	RSAU_RS12270	2429954	2431180	RSAU_RS12270-MONOMER	-		GO:0005215		RSAU_002288
RSAU_RS07615	RSAU_RS07615	1552231	1553130	RSAU_RS07615-MONOMER	-				RSAU_001432
RSAU_RS08495	RSAU_RS08495	1734189	1735280	RSAU_RS08495-MONOMER	-			ARO-PWY // PWY-6164 // TYRSYN // PHESYN	RSAU_001593
RSAU_RS05585	RSAU_RS05585	1134506	1135441	RSAU_RS05585-MONOMER	+				RSAU_001060
RSAU_RS14250	RSAU_RS14250	1976170	1976919	RSAU_RS14250-MONOMER	-				RSAU_001844
RSAU_RS11615	RSAU_RS11615	2302431	2303366	RSAU_RS11615-MONOMER	-			HISDEG-PWY	RSAU_002169
RSAU_RS10595	RSAU_RS10595	2112938	2113603	RSAU_RS10595-MONOMER	-				RSAU_001981
RSAU_RS03295	RSAU_RS03295	690830	691837	RSAU_RS03295-MONOMER	+		GO:0005215		RSAU_000640
RSAU_RS12895	RSAU_RS12895	2561299	2561787	RSAU_RS12895-MONOMER	-			PWY-5875	RSAU_002406
RSAU_RS02985	RSAU_RS02985	630379	631875	RSAU_RS02985-MONOMER	+		GO:0005215		RSAU_000581
RSAU_RS11070	RSAU_RS11070	2209931	2210431	RSAU_RS11070-MONOMER	-				RSAU_002069
RSAU_RS08640	RSAU_RS08640	1772239	1773240	RSAU_RS08640-MONOMER	+			PROUT-PWY // PWY0-1544	RSAU_001621
