"Scaffold DIA 4.2.2"
"WU333373_ScaffoldDIA_DIANN19_allSA6850_PrX_db5_result_wCategories_OG.sdia"
"Summarization hierarchy: {0804_vs_rest}"
"   Comparison Level: 0804_vs_rest"
"   Biological Replicate Level: MS Sample"
"   Technical Replicate Level: MS Sample"
"The data below is summarized at the level of (0804_vs_rest)"
"Statistical test: t-test"
""
"","","","","","","","","","","Log2  Fold Change (Total  Intensity) (Normalized)",""
"1680","true","Empty","[locus_tag=RSAU_001663] [protein=metalloendopeptidase, putative] [protein_id=AGU55482.1] [location=complement(1810500..1811354)] [gbkey=CDS] BLASTORTHO tr_Q2FW53_Q2FW53_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55482.1_1598","33 kDa","0.9999319182024919","3","100%","0.020","-0.889","0.000"
"1681","true","Empty","[locus_tag=RSAU_002144] [protein=autolysin E, putative] [protein_id=AGU55901.1] [location=complement(2273509..2274285)] [gbkey=CDS] BLASTORTHO tr_Q2FVW2_Q2FVW2_STAA8 evalue=1.20233e-159","lcl_CP006706.1_prot_AGU55901.1_2017","30 kDa","0.9999317999026971","3","100%","0.94","0.455","0.000"
"1682","true","Empty","[locus_tag=RSAU_001581] [protein=haloacid dehalogenase-like protein] [protein_id=AGU55404.1] [location=complement(1715994..1717124)] [gbkey=CDS] BLASTORTHO tr_Q2FXJ9_Q2FXJ9_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55404.1_1520","43 kDa","0.9999110232965904","3","100%","0.0030","-1.29","0.000"
"1683","true","Empty","[locus_tag=RSAU_001604] [protein=metallo-beta-lactamase superfamily protein] [protein_id=AGU55425.1] [location=complement(1746713..1747597)] [gbkey=CDS] BLASTORTHO tr_Q2FXI3_Q2FXI3_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55425.1_1541","34 kDa","0.9998747299978277","3","100%","0.13","0.296","0.000"
"1684","true","Empty","[locus_tag=RSAU_002319] [protein=hypothetical protein] [protein_id=AGU56073.1] [location=complement(2463382..2463573)] [gbkey=CDS] BLASTORTHO tr_Q2FVD2_Q2FVD2_STAA8 evalue=3.27778e-43","lcl_CP006706.1_prot_AGU56073.1_2189","7 kDa","0.9998747299978277","2","100%","0.30","1.13","0.000"
"1685","true","Empty","[gene=vraB] [locus_tag=RSAU_000529] [protein=acetyl-CoA acetyltransferase, putative] [protein_id=AGU54376.1] [location=583287..584426] [gbkey=CDS] BLASTORTHO tr_Q2G0K2_Q2G0K2_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54376.1_492","41 kDa","0.9998747299978277","3","100%","0.74","-0.0771","0.000"
"1686","true","Empty","[locus_tag=RSAU_001822] [protein=hypothetical protein with DUF1700] [protein_id=AGU55599.1] [location=complement(1954833..1955390)] [gbkey=CDS] BLASTORTHO tr_Q2FWX3_Q2FWX3_STAA8 evalue=5.01235e-110","lcl_CP006706.1_prot_AGU55599.1_1715","21 kDa","0.9998747299978277","3","100%","0.72","0.196","0.000"
"1687","true","Empty","[locus_tag=RSAU_000760] [protein=hypothetical protein] [protein_id=AGU54596.1] [location=complement(825118..825441)] [gbkey=CDS] BLASTORTHO tr_Q2G021_Q2G021_STAA8 evalue=2.33265e-72","lcl_CP006706.1_prot_AGU54596.1_712","13 kDa","0.9998747299978277","3","100%","0.26","-0.320","0.000"
"1688","true","Empty","[locus_tag=RSAU_000172] [protein=glycerophosphodiester phosphodiesterase, putative] [protein_id=AGU54044.1] [location=204628..205866] [gbkey=CDS] BLASTORTHO tr_Q2G1D5_Q2G1D5_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54044.1_160","47 kDa","0.9998747299978277","3","100%","0.00025","-2.17","0.000"
"1689","true","Empty","[locus_tag=RSAU_001176] [protein=putative DUF964-containing protein] [protein_id=AGU55006.1] [location=1268132..1268497] [gbkey=CDS] BLASTORTHO tr_Q2FZ01_Q2FZ01_STAA8 evalue=1.91533e-85","lcl_CP006706.1_prot_AGU55006.1_1122","14 kDa","0.9998747299978277","3","100%","0.38","1.30","0.000"
"1690","true","Empty","[gene=ureA] [locus_tag=RSAU_002121] [protein=urease, gamma subunit] [protein_id=AGU55878.1] [location=2252614..2252916] [gbkey=CDS] BLASTORTHO sp_Q2FVW5_URE3_STAA8 evalue=3.76075e-71","lcl_CP006706.1_prot_AGU55878.1_1994","11 kDa","0.9998747299978277","2","100%","0.15","2.68","0.000"
"1691","true","Empty","[gene=hisC1] [locus_tag=RSAU_002522] [protein=histidinol-phosphate aminotransferase HisC] [protein_id=AGU56273.1] [location=complement(2696502..2697515)] [gbkey=CDS] BLASTORTHO tr_Q2FUT9_Q2FUT9_STAA8 evalue=0","lcl_CP006706.1_prot_AGU56273.1_2389","38 kDa","0.9998747299978277","3","100%","0.13","(-1.68)","0.000"
"1692","true","Empty","[gene=thrB] [locus_tag=RSAU_001212] [protein=homoserine kinase] [protein_id=AGU55042.1] [location=1306489..1307403] [gbkey=CDS] BLASTORTHO sp_Q2FYV2_KHSE_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55042.1_1158","33 kDa","0.9998747299978277","2","100%","0.87","(-1.32)","(0.000)"
"1693","true","Empty","[locus_tag=RSAU_000657] [protein=YaiI/YqxD family protein] [protein_id=AGU54495.1] [location=complement(706370..706828)] [gbkey=CDS] BLASTORTHO sp_Q2G0B6_Y689_STAA8 evalue=4.71885e-111","lcl_CP006706.1_prot_AGU54495.1_611","17 kDa","0.9998747299978277","3","100%","0.53","0.137","0.000"
"1694","true","Empty","[locus_tag=RSAU_001110] [protein=fatty acid biosynthesis transcriptional regulator, putative] [protein_id=AGU54940.1] [location=1190942..1191514] [gbkey=CDS] BLASTORTHO tr_Q2FZ56_Q2FZ56_STAA8 evalue=4.0022e-141","lcl_CP006706.1_prot_AGU54940.1_1056","22 kDa","0.9998747299978277","3","100%","0.59","-0.0462","0.000"
"1695","true","Empty"," Q9N2I2 SWISS-PROT:Q9N2I2 (Bos taurus) Plasma serine protease inhibitor precursor","zz_Y-FGCZCont00294_","45 kDa","0.9998747299978277","3","100%","0.33","-0.523","0.000"
"1696","true","Empty","[locus_tag=RSAU_001517] [protein=Transposon transposase C, putative] [protein_id=AGU55341.1] [location=complement(1637557..1637934)] [gbkey=CDS]","lcl_CP006706.1_prot_AGU55341.1_1457","15 kDa","0.9998747299978277","3","100%","0.65","0.0536","0.000"
"1697","true","Empty","[locus_tag=RSAU_001316] [protein=hypothetical protein] [protein_id=AGU55145.1] [location=complement(1435526..1435858)] [gbkey=CDS] BLASTORTHO tr_Q2FYI7_Q2FYI7_STAA8 evalue=2.10913e-77","lcl_CP006706.1_prot_AGU55145.1_1261","12 kDa","0.9998747299978277","3","100%","0.010","-1.08","0.000"
"1698","true","Empty","[locus_tag=RSAU_000565] [protein=DNA repair endonuclease III, putative] [protein_id=AGU54410.1] [location=616506..617141] [gbkey=CDS] BLASTORTHO tr_Q2G0F7_Q2G0F7_STAA8 evalue=3.70137e-153","lcl_CP006706.1_prot_AGU54410.1_526","25 kDa","0.9998747299978277","3","100%","0.95","1.20","0.000"
"1699","true","Empty","[gene=capJ] [locus_tag=RSAU_000112] [protein=capsular polysaccharide synthesis enzyme CapJ] [protein_id=AGU53986.1] [location=125466..126023] [gbkey=CDS] BLASTORTHO tr_Q2FV66_Q2FV66_STAA8 evalue=5.76561e-16","lcl_CP006706.1_prot_AGU53986.1_102","21 kDa","0.9998747299978277","3","100%","0.051","(1.96)","(0.000)"
"1700","true","Empty","[gene=nth] [locus_tag=RSAU_001324] [protein=endonuclease III, putative] [protein_id=AGU55153.1] [location=complement(1443211..1443870)] [gbkey=CDS] BLASTORTHO tr_Q2FYH8_Q2FYH8_STAA8 evalue=3.96578e-165","lcl_CP006706.1_prot_AGU55153.1_1269","25 kDa","0.9998747299978277","3","100%","0.88","-1.14","0.000"
"1701","true","Empty","[locus_tag=RSAU_001912] [protein=putative membrane protein] [protein_id=AGU55678.1] [location=complement(2041854..2042345)] [gbkey=CDS] BLASTORTHO tr_Q2FWI4_Q2FWI4_STAA8 evalue=1.24703e-117","lcl_CP006706.1_prot_AGU55678.1_1794","19 kDa","0.9998747299978277","2","100%","0.45","0.584","0.000"
"1702","true","Empty","[locus_tag=RSAU_002396] [protein=galactoside-O-acetyltransferase, putative] [protein_id=AGU56150.1] [location=complement(2549345..2549944)] [gbkey=CDS] BLASTORTHO tr_Q2FV66_Q2FV66_STAA8 evalue=5.50298e-146","lcl_CP006706.1_prot_AGU56150.1_2266","22 kDa","0.9998747299978277","3","100%","0.027","0.527","0.000"
"1703","true","Empty","[locus_tag=RSAU_002245] [protein=toxin Txe-like protein] [protein_id=AGU56001.1] [location=complement(2384188..2384454)] [gbkey=CDS] BLASTORTHO tr_Q2G286_Q2G286_STAA8 evalue=2.64189e-63","lcl_CP006706.1_prot_AGU56001.1_2117","10 kDa","0.9998747299978277","3","100%","0.32","0.301","0.000"
"1704","true","Empty","[locus_tag=RSAU_001671] [protein=hypothetical protein] [protein_id=AGU55490.1] [location=1819760..1820323] [gbkey=CDS] BLASTORTHO tr_Q2FXC0_Q2FXC0_STAA8 evalue=5.46311e-66","lcl_CP006706.1_prot_AGU55490.1_1606","20 kDa","0.9998747299978277","3","100%","0.96","(-0.271)","(0.000)"
"1705","true","Empty","[gene=mnhE2] [locus_tag=RSAU_000825] [protein=NA+/H+ antiporter subunit E] [protein_id=AGU54661.1] [location=complement(884673..885152)] [gbkey=CDS] BLASTORTHO sp_Q2G2H8_MNHE1_STAA8 evalue=3.11119e-112","lcl_CP006706.1_prot_AGU54661.1_777","18 kDa","0.9998491419974016","3","100%","0.54","0.314","0.000"
"1706","true","Empty","[locus_tag=RSAU_000174] [protein=hypothetical protein] [protein_id=AGU54046.1] [location=complement(206263..206607)] [gbkey=CDS] BLASTORTHO tr_Q2G1D4_Q2G1D4_STAA8 evalue=1.19346e-76","lcl_CP006706.1_prot_AGU54046.1_162","13 kDa","0.9998454940068768","3","100%","0.021","-1.80","0.000"
"1707","true","Empty","[gene=blaI] [locus_tag=RSAU_001809] [protein=beta-lactamase repressor BlaI] [protein_id=AGU55587.1] [location=complement(1940537..1940917)] [gbkey=CDS] BLASTORTHO tr_Q2G2T0_Q2G2T0_STAA8 evalue=0.1569","lcl_CP006706.1_prot_AGU55587.1_1703","15 kDa","0.9998454940068768","3","100%","0.063","-0.596","0.000"
"1708","true","Empty","[locus_tag=RSAU_002361] [protein=transcriptional regulator, putative] [protein_id=AGU56115.1] [location=complement(2511371..2511805)] [gbkey=CDS] BLASTORTHO tr_Q2FVA7_Q2FVA7_STAA8 evalue=9.60852e-107","lcl_CP006706.1_prot_AGU56115.1_2231","17 kDa","0.9998454940068768","3","100%","0.029","-0.712","0.000"
"1709","true","Empty","[locus_tag=RSAU_000891] [protein=sodium:alanine symporter family protein] [protein_id=AGU54725.1] [location=960178..961746] [gbkey=CDS] BLASTORTHO tr_Q2FZQ1_Q2FZQ1_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54725.1_841","57 kDa","0.9998454940068768","3","100%","0.047","-0.818","0.000"
"1710","true","Empty","[gene=rimI] [locus_tag=RSAU_001883] [protein=ribosomal protein alanine N-acetyltransferase, putative] [protein_id=AGU55655.1] [location=complement(2012370..2012834)] [gbkey=CDS] BLASTORTHO tr_Q2FWL1_Q2FWL1_STAA8 evalue=1.19285e-100","lcl_CP006706.1_prot_AGU55655.1_1771","18 kDa","0.9998454940068768","3","100%","0.30","0.352","0.000"
"1711","true","Empty","[locus_tag=RSAU_001863] [protein=serine-aspartate repeat-containing membrane anchored protein] [protein_id=AGU55637.1] [location=complement(1992074..1993282)] [gbkey=CDS] BLASTORTHO tr_Q2FWN1_Q2FWN1_STAA8 evalue=2.70914e-154","lcl_CP006706.1_prot_AGU55637.1_1753","45 kDa","0.9998436710011447","3","100%","0.41","0.846","0.000"
"1712","true","Empty","[locus_tag=RSAU_000679] [protein=bactoprenol glucosyl transferase, putative] [protein_id=AGU54517.1] [location=730949..731932] [gbkey=CDS] BLASTORTHO tr_Q2G2T7_Q2G2T7_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54517.1_633","38 kDa","0.9998436710011447","3","100%","0.40","-0.367","0.000"
"1713","true","Empty","[locus_tag=RSAU_000547] [protein=DNA-binding protein, putative] [protein_id=AGU54393.1] [location=complement(600222..600662)] [gbkey=CDS] BLASTORTHO tr_Q2G0I3_Q2G0I3_STAA8 evalue=2.08357e-98","lcl_CP006706.1_prot_AGU54393.1_509","17 kDa","0.9998408340034075","3","100%","0.69","0.194","0.000"
"1714","true","Empty","[locus_tag=RSAU_000541] [protein=lipoate-protein ligase A, putative] [protein_id=AGU54387.1] [location=593997..594761] [gbkey=CDS] BLASTORTHO sp_Q2G0I9_LIPL_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54387.1_503","29 kDa","0.99983941600658","3","100%","0.11","-0.491","0.000"
"1715","true","Empty","[locus_tag=RSAU_002537] [protein=transcriptional regulator, putative] [protein_id=AGU56288.1] [location=complement(2711217..2711555)] [gbkey=CDS] BLASTORTHO tr_Q2FUS4_Q2FUS4_STAA8 evalue=1.00469e-77","lcl_CP006706.1_prot_AGU56288.1_2404","13 kDa","0.9998390800028574","3","100%","0.63","-0.0250","0.000"
"1716","true","Empty","[locus_tag=RSAU_000242] [protein=hypothetical protein] [protein_id=AGU54114.1] [location=288114..288614] [gbkey=CDS] BLASTORTHO sp_Q2G178_ESSG_STAA8 evalue=3.04272e-87","lcl_CP006706.1_prot_AGU54114.1_230","20 kDa","0.9998390800028574","3","33%","1.00","0.144","0.000"
"1717","true","Empty","[locus_tag=RSAU_000058] [protein=putative AraC family transcriptional regulator] [protein_id=AGU53933.1] [location=58208..60445] [gbkey=CDS] BLASTORTHO tr_Q2G1P7_Q2G1P7_STAA8 evalue=0","lcl_CP006706.1_prot_AGU53933.1_49","88 kDa","0.9998379580065375","3","100%","0.53","0.423","0.000"
"1718","true","Empty","[locus_tag=RSAU_002202] [protein=ABC-2 type transporter, putative] [protein_id=AGU55958.1] [location=2334810..2335892] [gbkey=CDS] BLASTORTHO tr_Q2G221_Q2G221_STAA8 evalue=0.0086011","lcl_CP006706.1_prot_AGU55958.1_2074","41 kDa","0.9998342239996418","3","100%","0.0093","-0.775","0.000"
"1719","true","Empty","[locus_tag=RSAU_002198] [protein=transcriptional regulator, putative] [protein_id=AGU55954.1] [location=2332315..2332758] [gbkey=CDS] BLASTORTHO sp_Q2FVQ7_Y2645_STAA8 evalue=9.97737e-103","lcl_CP006706.1_prot_AGU55954.1_2070","17 kDa","0.9998342239996418","3","100%","0.94","0.262","0.000"
"1720","true","Empty"," zz_FGCZCont0250_P10599_THIO_HUMAN blastpHomologue_5.0e-72","zz_Y-FGCZCont00251_","12 kDa","0.999805910003488","3","100%","0.57","(2.83)","(0.000)"
"1721","true","Empty","[locus_tag=RSAU_000401] [protein=acetyltransferase, GNAT family, putative] [protein_id=AGU54270.1] [location=441636..442067] [gbkey=CDS] BLASTORTHO tr_Q2G0U6_Q2G0U6_STAA8 evalue=2.08336e-106","lcl_CP006706.1_prot_AGU54270.1_386","16 kDa","0.999393270991277","3","100%","0.42","-0.777","0.000"
"1722","true","Empty","[locus_tag=RSAU_001646] [protein=MutT/nudix family protein] [protein_id=AGU55467.1] [location=complement(1795669..1796148)] [gbkey=CDS] BLASTORTHO tr_Q2G2V5_Q2G2V5_STAA8 evalue=4.87451e-116","lcl_CP006706.1_prot_AGU55467.1_1583","18 kDa","0.9993561599985696","3","100%","0.011","-1.79","0.000"
"1723","true","Empty","[locus_tag=RSAU_000730] [protein=N-acetylmuramoyl-L-alanine amidase Sle1 LysM/CHAP domain protein, putative] [protein_id=AGU54568.1] [location=789257..790096] [gbkey=CDS] BLASTORTHO sp_Q2G278_LDP_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54568.1_684","30 kDa","0.9993293929728679","3","100%","0.57","(3.45)","(0.000)"
"1724","true","Empty","[locus_tag=RSAU_000496] [protein=ribosomal protein L7Ae/L30e/S12e/Gadd45] [protein_id=AGU54347.1] [location=542018..542272] [gbkey=CDS] BLASTORTHO sp_P0A0G6_RXL7_STAA8 evalue=1.64199e-57","lcl_CP006706.1_prot_AGU54347.1_463","9 kDa","0.9991471579996869","3","100%","< 0.0001","-1.76","0.000"
"1725","true","Empty","[gene=moaA] [locus_tag=RSAU_002102] [protein=molybdenum cofactor biosynthesis protein A] [protein_id=AGU55859.1] [location=complement(2236408..2237430)] [gbkey=CDS] BLASTORTHO sp_P69848_MOAA_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55859.1_1975","39 kDa","0.9991471579996869","3","100%","0.034","-2.09","0.000"
"1726","true","Empty","[gene=recU] [locus_tag=RSAU_001321] [protein=Holliday junction resolvase recU] [protein_id=AGU55150.1] [location=1439542..1440168] [gbkey=CDS] BLASTORTHO tr_Q2FYI1_Q2FYI1_STAA8 evalue=6.0266e-156","lcl_CP006706.1_prot_AGU55150.1_1266","24 kDa","0.9990464050206356","3","100%","0.013","-2.28","0.000"
"1727","true","Empty","[gene=leuB] [locus_tag=RSAU_001891] [protein=3-isopropylmalate dehydrogenase] [protein_id=AGU55663.1] [location=2020864..2021910] [gbkey=CDS] BLASTORTHO sp_Q2FWK2_LEU3_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55663.1_1779","38 kDa","0.9990347300190479","3","100%","0.88","Missing Value","(0.000)"
"1728","true","Empty","[locus_tag=RSAU_001814] [protein=hypothetical protein] [protein_id=AGU55592.1] [location=complement(1946288..1947658)] [gbkey=CDS]","lcl_CP006706.1_prot_AGU55592.1_1708","55 kDa","0.998876880039461","3","100%","0.97","-0.273","0.000"
"1729","true","Empty","[locus_tag=RSAU_002359] [protein=esterase, putative] [protein_id=AGU56113.1] [location=complement(2509710..2510303)] [gbkey=CDS] BLASTORTHO tr_Q2FVA9_Q2FVA9_STAA8 evalue=5.30479e-142","lcl_CP006706.1_prot_AGU56113.1_2229","22 kDa","0.9988511899719015","3","100%","0.60","(-0.651)","0.000"
"1730","true","Empty","[gene=secY2] [locus_tag=RSAU_002496] [protein=preprotein translocase subunit SecY, putative] [protein_id=AGU56247.1] [location=complement(2666092..2667303)] [gbkey=CDS] BLASTORTHO sp_Q2FUW2_SECY2_STAA8 evalue=0","lcl_CP006706.1_prot_AGU56247.1_2363","47 kDa","0.9983514900086448","3","100%","0.26","-0.448","0.000"
"1731","true","Empty","[gene=recO] [locus_tag=RSAU_001431] [protein=DNA repair protein RecO] [protein_id=AGU55257.1] [location=complement(1551457..1552203)] [gbkey=CDS] BLASTORTHO tr_Q2FY07_Q2FY07_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55257.1_1373","28 kDa","0.9983059699879959","3","100%","0.32","1.01","0.000"
"1732","true","Empty"," Q2M2I5 SWISS-PROT:Q2M2I5 Tax_Id=9606 Gene_Symbol=KRT24 Keratin, type I cytoskeletal 24","zz_Y-FGCZCont00425_","55 kDa","0.998170810053125","3","33%","0.36","0.584","0.000"
"1733","true","Empty","[locus_tag=RSAU_000380] [protein=cobalamin synthesis protein, putative] [protein_id=AGU54249.1] [location=422732..423934] [gbkey=CDS] BLASTORTHO tr_Q2G0W4_Q2G0W4_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54249.1_365","45 kDa","0.9978658300824463","3","100%","0.00032","(-2.50)","0.000"
"1734","true","Empty","[locus_tag=RSAU_002046] [protein=WYL domain transcriptional regulator,putative] [protein_id=AGU55803.1] [location=complement(2191104..2192033)] [gbkey=CDS] BLASTORTHO tr_Q2FVV6_Q2FVV6_STAA8 evalue=1.66094e-07","lcl_CP006706.1_prot_AGU55803.1_1919","37 kDa","0.9978658300824463","3","100%","0.62","(1.97)","(0.000)"
"1735","true","Empty","[locus_tag=RSAU_002499] [protein=lipoprotein, putative] [protein_id=AGU56250.1] [location=2675761..2676714] [gbkey=CDS] BLASTORTHO tr_Q2FUV9_Q2FUV9_STAA8 evalue=9.76606e-62","lcl_CP006706.1_prot_AGU56250.1_2366","37 kDa","0.9976005100179464","3","100%","0.57","-0.550","0.000"
"1736","true","Empty","[gene=mutY] [locus_tag=RSAU_001755] [protein=A-G-specific adenine glycosylase, putative] [protein_id=AGU55534.1] [location=complement(1881484..1882521)] [gbkey=CDS] BLASTORTHO tr_Q2G2W0_Q2G2W0_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55534.1_1650","41 kDa","0.9957551900297403","3","100%","0.43","0.779","0.000"
"1737","true","Empty","[gene=oppA2] [locus_tag=RSAU_000865] [protein=oligopeptide ABC transporter, substrate-binding lipoprotein oppA, putative] [protein_id=AGU54701.1] [location=936190..937905] [gbkey=CDS] BLASTORTHO tr_Q2FZR2_Q2FZR2_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54701.1_817","65 kDa","0.9956741901114583","3","100%","0.78","(0.935)","(0.000)"
"1738","true","Empty","[locus_tag=RSAU_001245] [protein=DNA polymerase V, umuC subunit, putative] [protein_id=AGU55074.1] [location=1346694..1347956] [gbkey=CDS] BLASTORTHO tr_Q2FYS2_Q2FYS2_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55074.1_1190","48 kDa","0.9949338799342513","3","100%","0.19","5.10","0.000"
"1739","true","Empty","[gene=fer] [locus_tag=RSAU_001354] [protein=ferredoxin] [protein_id=AGU55182.1] [location=1476520..1476768] [gbkey=CDS] BLASTORTHO tr_Q2FYE8_Q2FYE8_STAA8 evalue=5.3345e-49","lcl_CP006706.1_prot_AGU55182.1_1298","9 kDa","0.9999987472999692","2","100%","0.30","0.198","0.000"
"1740","true","Empty","[locus_tag=RSAU_000522] [protein=putative DUF1806 family protein] [protein_id=AGU54369.1] [location=complement(576047..576409)] [gbkey=CDS] BLASTORTHO tr_Q2G0K9_Q2G0K9_STAA8 evalue=5.46232e-88","lcl_CP006706.1_prot_AGU54369.1_485","14 kDa","0.9999987472999692","2","100%","0.99","0.145","0.000"
"1741","true","Empty","[locus_tag=RSAU_002466] [protein=ABC transporter, ATP-binding protein, putative] [protein_id=AGU56218.1] [location=complement(2624378..2625133)] [gbkey=CDS] BLASTORTHO tr_Q2FUZ1_Q2FUZ1_STAA8 evalue=0","lcl_CP006706.1_prot_AGU56218.1_2334","28 kDa","0.9999987472999692","2","100%","0.98","0.0694","0.000"
"1742","true","Empty","RSAU_001694; frameshift; target of RNAIII-activating protein","pseudoOrframeshift21_fw_frm3","18 kDa","0.9999987472999692","2","100%","0.26","0.797","0.000"
"1743","true","Empty","[locus_tag=RSAU_001043] [protein=hypothetical protein] [protein_id=AGU54875.1] [location=complement(1117665..1117898)] [gbkey=CDS] BLASTORTHO tr_Q2G1X1_Q2G1X1_STAA8 evalue=1.20016e-51","lcl_CP006706.1_prot_AGU54875.1_991","9 kDa","0.9999986153300142","2","100%","0.033","-0.673","0.000"
"1744","true","Empty","[locus_tag=RSAU_000037] [protein=TfoX N-terminal domain family protein] [protein_id=AGU53915.1] [location=40156..40452] [gbkey=CDS] BLASTORTHO tr_Q2G1R1_Q2G1R1_STAA8 evalue=1.45747e-64","lcl_CP006706.1_prot_AGU53915.1_31","11 kDa","0.9999984367100296","2","100%","0.0021","0.997","0.000"
"1745","true","Empty","[locus_tag=RSAU_000989] [protein=hypothetical protein] [protein_id=AGU54821.1] [location=1061695..1062114] [gbkey=CDS] BLASTORTHO tr_Q2G2G5_Q2G2G5_STAA8 evalue=1.48501e-97","lcl_CP006706.1_prot_AGU54821.1_937","16 kDa","0.9999984367100296","2","100%","0.19","0.576","0.000"
"1746","true","Empty","[locus_tag=RSAU_000755] [protein=hypothetical protein] [protein_id=AGU54591.1] [location=819172..819630] [gbkey=CDS] BLASTORTHO tr_Q2G027_Q2G027_STAA8 evalue=4.75001e-108","lcl_CP006706.1_prot_AGU54591.1_707","17 kDa","0.9999984367100296","2","100%","0.00023","-1.21","0.000"
"1747","true","Empty","[gene=plsY] [locus_tag=RSAU_001235] [protein=glycerol-3-phosphate acyltransferase] [protein_id=AGU55064.1] [location=complement(1331826..1332434)] [gbkey=CDS] BLASTORTHO sp_Q2FYS6_PLSY_STAA8 evalue=1.75103e-141","lcl_CP006706.1_prot_AGU55064.1_1180","22 kDa","0.9999984367100296","2","100%","0.0059","-0.492","0.000"
"1748","true","Empty","[locus_tag=RSAU_000293] [protein=putative phage envelope-like protein] [protein_id=AGU54165.1] [location=complement(340882..341271)] [gbkey=CDS] BLASTORTHO tr_Q2G126_Q2G126_STAA8 evalue=3.02659e-92","lcl_CP006706.1_prot_AGU54165.1_281","15 kDa","0.9999984367100296","2","100%","0.00017","1.69","0.000"
"1749","true","Empty","[gene=scn] [locus_tag=RSAU_000620] [protein=staphylococcal complement inhibitor SCIN] [protein_id=AGU54458.1] [location=669207..669557] [gbkey=CDS] BLASTORTHO sp_Q2FWV6_SCIN_STAA8 evalue=4.29923e-79","lcl_CP006706.1_prot_AGU54458.1_574","13 kDa","0.9999984367100296","2","100%","0.00074","-1.34","0.000"
"1750","true","Empty","[locus_tag=RSAU_001757] [protein=teichoic acid ABC superfamily ATP binding cassette transporter, membrane protein, putative] [protein_id=AGU55536.1] [location=complement(1883911..1884747)] [gbkey=CDS] BLASTORTHO tr_Q2G2V7_Q2G2V7_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55536.1_1652","32 kDa","0.9999984367100296","2","100%","0.20","0.852","0.000"
"1751","true","Empty","[locus_tag=RSAU_000646] [protein=putative Cupin superfamily protein] [protein_id=AGU54484.1] [location=698484..698957] [gbkey=CDS] BLASTORTHO tr_Q2G0C9_Q2G0C9_STAA8 evalue=3.70831e-118","lcl_CP006706.1_prot_AGU54484.1_600","18 kDa","0.9999984367100296","2","100%","0.69","0.386","0.000"
"1752","true","Empty","[locus_tag=RSAU_001982] [protein=ArsR family transcriptional repressor, putative] [protein_id=AGU55748.1] [location=2113755..2114075] [gbkey=CDS] BLASTORTHO tr_Q2FWB0_Q2FWB0_STAA8 evalue=2.22033e-75","lcl_CP006706.1_prot_AGU55748.1_1864","12 kDa","0.9999984367100296","2","100%","0.011","0.401","0.000"
"1753","true","Empty","[locus_tag=RSAU_001794] [protein=DNA-binding protein, putative] [protein_id=AGU55572.1] [location=complement(1922400..1922702)] [gbkey=CDS] BLASTORTHO tr_Q2G1Y1_Q2G1Y1_STAA8 evalue=3.28575e-72","lcl_CP006706.1_prot_AGU55572.1_1688","12 kDa","0.9999984083400477","2","100%","0.055","0.918","0.000"
"1754","true","Empty","[locus_tag=RSAU_002469] [protein=hypothetical protein] [protein_id=AGU56221.1] [location=complement(2626830..2627030)] [gbkey=CDS] BLASTORTHO tr_Q2FUY8_Q2FUY8_STAA8 evalue=6.72024e-42","lcl_CP006706.1_prot_AGU56221.1_2337","8 kDa","0.9999984083400477","2","100%","0.0018","1.93","0.000"
"1755","true","Empty","[locus_tag=RSAU_002536] [protein=hypothetical protein] [protein_id=AGU56287.1] [location=complement(2710460..2711227)] [gbkey=CDS] BLASTORTHO tr_Q2FUS5_Q2FUS5_STAA8 evalue=4.35121e-177","lcl_CP006706.1_prot_AGU56287.1_2403","29 kDa","0.9999984083400477","2","100%","0.0013","-1.18","0.000"
"1756","true","Empty","[locus_tag=RSAU_002214] [protein=CorA family cation transporter, putative] [protein_id=AGU55970.1] [location=2348780..2349724] [gbkey=CDS] BLASTORTHO tr_Q2FVP2_Q2FVP2_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55970.1_2086","36 kDa","0.9999984083400477","2","100%","0.051","0.404","0.000"
